user_id,language,instrument_version
0eceb4e2c434,Spanish,v1
0f074ab46d1e,Spanish,v1
0f4d0aadbeb7,Spanish,v1
0fb335dc5958,Spanish,v1
10362a778226,Spanish,v1
10403265a7b9,Spanish,v1
106f48ba07b7,Spanish,v1
10bbd378898e,Spanish,v1
1120ff7989f4,Spanish,v1
119bc2224bd9,Spanish,v1
11d359d29a07,Spanish,v1
11e3b5c0ff75,Spanish,v1
11fb0eb9d033,Spanish,v1
1209a0c44415,Spanish,v1
1245b4e27da3,Spanish,v1
12a4d7d0b517,Spanish,v1
130232130f4e,Spanish,v1
133cfb98c56c,Spanish,v1
139c5bffa62f,Spanish,v1
13a0b790d57c,Spanish,v1
13c78ef9081e,Spanish,v1
13d370beb64b,Spanish,v1
14930e78ce9a,Spanish,v1
14a39dcc12e9,Spanish,v1
1550486ac76e,Spanish,v1
156d12a7898d,Spanish,v1
157aec2253fd,Spanish,v1
15dc0f6bbd54,Spanish,v1
16a465fda40c,Spanish,v1
16dd8b39b4ea,Spanish,v1
171ae6ceacf2,Spanish,v1
1758895a05cd,Spanish,v1
176ac8a2f9fb,Spanish,v1
17ae63bbba2a,Spanish,v1
17c22ca81d52,Spanish,v1
17c99caae844,Spanish,v1
17db1913fc63,Spanish,v1
181cd15e7fad,Spanish,v1
1848f211e243,Spanish,v1
185a9a73040a,Spanish,v1
1869a21f0508,Spanish,v1
18c313934434,Spanish,v1
194c0b66d618,Spanish,v1
195a4d09c595,Spanish,v1
19d8b6f6f965,Spanish,v1
19fb6b4a45c3,Spanish,v1
1a1ebc5090d9,Spanish,v1
1a83a3c7f37a,Spanish,v1
1a9cb8c4c8d7,Spanish,v1
1ac60e26b75c,Spanish,v1
1ad08d444027,Spanish,v1
1b5222e497bf,Spanish,v1
1b62f7b2e3ab,Spanish,v1
1b792d02fb7a,Spanish,v1
1b9a5105a9db,Spanish,v1
1bf1b0378d93,Spanish,v1
1c4cccd51f1e,Spanish,v1
1c6098ca81dd,Spanish,v1
1c970ecb2426,Spanish,v1
1cb79f121916,Spanish,v1
1cd14d2af652,Spanish,v1
1d59d368fc56,Spanish,v1
1d6d8f86b6ae,Spanish,v1
1d77aaf2280a,Spanish,v1
1d9d9f68d199,Spanish,v1
1de87f03b7cb,Spanish,v1
1e01c7d59f5c,Spanish,v1
1fa40aefa1ca,Spanish,v1
20338a2364a6,Spanish,v1
2040ec3fddb2,Spanish,v1
204861de9f07,Spanish,v1
205f6c912237,Spanish,v1
20652713bbe8,Spanish,v1
2191b93bf7b5,Spanish,v1
21996eb7014b,Spanish,v1
21d253a16688,Spanish,v1
21fc9e9b5d1c,Spanish,v1
221fa9dcfc72,Spanish,v1
2245d475c707,Spanish,v1
224b0c65cba8,Spanish,v1
22565df338df,Spanish,v1
2280eec9c1e1,Spanish,v1
22aede07eb2b,Spanish,v1
22b948dd4918,Spanish,v1
22f281a2afe0,Spanish,v1
233ec371fc88,Spanish,v1
237cf28f02a2,Spanish,v1
23e088703289,Spanish,v1
23ef4981c127,Spanish,v1
24210d0ef3a3,Spanish,v1
242d9ac9e268,Spanish,v1
243830d0b711,Spanish,v1
2483f48531ff,Spanish,v1
24abe8cb3a7d,Spanish,v1
24e2b3678d0d,Spanish,v1
253457f30450,Spanish,v1
2554be1b599e,Spanish,v1
2578eba6f1bc,Spanish,v1
2586a6b45571,Spanish,v1
25b81d68f2ad,Spanish,v1
25bd86f176ac,Spanish,v1
25c717fcfcf0,Spanish,v1
25d1576e420f,Spanish,v1
25e0bb818fe7,Spanish,v1
25f72e684000,Spanish,v1
2624c4c019ec,Spanish,v1
26749af13e1e,Spanish,v1
267d167f5c8d,Spanish,v1
26abf7ed58c5,Spanish,v1
26c37c7c3dcf,Spanish,v1
26e6ed3de35d,Spanish,v1
26f794aecdb1,Spanish,v1
270749e6b663,Spanish,v1
270e0e39a718,Spanish,v1
270feb3e1437,Spanish,v1
2737851eca6d,Spanish,v1
2757dc3ce28d,Spanish,v1
276a55f67a77,Spanish,v1
27d6dbaeda9b,Spanish,v1
28123ed57f59,Spanish,v1
281d2a2606cb,Spanish,v1
285ad64669e0,Spanish,v1
289eceb5443b,Spanish,v1
2920d7482649,Spanish,v1
2984a7622736,Spanish,v1
29d93a2f169e,Spanish,v1
29f8b399f230,Spanish,v1
29fec7083da2,Spanish,v1
2a099e053dc3,Spanish,v1
2a7c52a956d9,Spanish,v1
2ac2ed862408,Spanish,v1
2ad1d2577df4,Spanish,v1
2b0c382722d0,Spanish,v1
2b262344b693,Spanish,v1
2b3c5d49d7e6,Spanish,v1
2b4cbbc49e4e,Spanish,v1
2b4f1562fa44,Spanish,v1
2b53dd383709,Spanish,v1
2ba620c8e1c2,Spanish,v1
2bb214172488,Spanish,v1
2bcaf3d1f7f2,Spanish,v1
2bcfaa3df52b,Spanish,v1
2bda216ee06e,Spanish,v1
2be96f37218b,Spanish,v1
2c894b94435f,Spanish,v1
2d0025fbee46,Spanish,v1
2d05fe6b49ed,Spanish,v1
2d0b3adde136,Spanish,v1
2d2fc4526840,Spanish,v1
2d411cc2c22a,Spanish,v1
2dc38572ac12,Spanish,v1
2decef1bcf1b,Spanish,v1
2e7fb3da27a8,Spanish,v1
2e9e4eccd47e,Spanish,v1
2eebe3247bca,Spanish,v1
2ef4b05fa3e4,Spanish,v1
2f6b5faa9396,Spanish,v1
2f99c95f0057,Spanish,v1
2fdebb60b258,Spanish,v1
2fee72bc46f1,Spanish,v1
3087b37015be,Spanish,v1
309d5f4bdad6,Spanish,v1
30d8ffd038d6,Spanish,v1
313570b55d25,Spanish,v1
315b46fd8fac,Spanish,v1
3169e6a20c8b,Spanish,v1
31fa3027303a,Spanish,v1
324389fa1463,Spanish,v1
326a35419541,Spanish,v1
329758511943,Spanish,v1
32be206e53e4,Spanish,v1
32fdecd17449,Spanish,v1
33ccadbfd77c,Spanish,v1
33d15dadcc97,Spanish,v1
33d504e8d4d9,Spanish,v1
33f4d475bf36,Spanish,v1
3405af2b0ae0,Spanish,v1
342ad1d06b28,Spanish,v1
342f5cb9f227,Spanish,v1
3473ece97a1d,Spanish,v1
34ac1091aedb,Spanish,v1
3536f17b4707,Spanish,v1
355e39b91f6d,Spanish,v1
35e3c97de485,Spanish,v1
360b473dd1ec,Spanish,v1
3616d0442ecb,Spanish,v1
3619dce82ba5,Spanish,v1
36574b853fbc,Spanish,v1
36901242e8a4,Spanish,v1
37dbdecc155d,Spanish,v1
37f1ae5951bc,Spanish,v1
382c0027e143,Spanish,v1
38b67f491e68,Spanish,v1
38be3f3419e5,Spanish,v1
38ca49bafc59,Spanish,v1
38fd005f0ed3,Spanish,v1
390f8b9d5dd0,Spanish,v1
3935544d11dc,Spanish,v1
397a36b4f577,Spanish,v1
3a39519569da,Spanish,v1
3aa53a743056,Spanish,v1
3b182d800abd,Spanish,v1
3b6613f603ac,Spanish,v1
3b7c53152a59,Spanish,v1
3b8d0cd08fe2,Spanish,v1
3c3a91dc30f1,Spanish,v1
3c69a8dc1d56,Spanish,v1
3c6d838c02cb,Spanish,v1
3d3b0981d2f7,Spanish,v1
3d7cb134f996,Spanish,v1
3db4f09bf26e,Spanish,v1
3dbebe73d557,Spanish,v1
3dc2b7a2cf9f,Spanish,v1
3e50d7b566a3,Spanish,v1
3e6779b22da8,Spanish,v1
3e95e47dd7ec,Spanish,v1
3ef43e2b6b24,Spanish,v1
3f05c0bfc5e0,Spanish,v1
3f19ea2f9725,Spanish,v1
3f262e866158,Spanish,v1
3f5b01660ea3,Spanish,v1
3fc23677ed59,Spanish,v1
401aadf82e30,Spanish,v1
406b3e9a1228,Spanish,v1
40796bc37a12,Spanish,v1
40909d385fd7,Spanish,v1
40a1c30ed796,Spanish,v1
40ac2feac7f3,Spanish,v1
40cbebbd504b,Spanish,v1
40d6861d8bae,Spanish,v1
40ee6d43d65c,Spanish,v1
40f4d7ee7e94,Spanish,v1
413219f6b2f5,Spanish,v1
41447e385370,Spanish,v1
41662a74fa3e,Spanish,v1
4198045631c4,Spanish,v1
41b6ee9f59df,Spanish,v1
41bd701f2990,Spanish,v1
42070e3f07d1,Spanish,v1
42a64dd883d9,Spanish,v1
431801bc2248,Spanish,v1
434494785677,Spanish,v1
43f2bfa84b23,Spanish,v1
446161d80c77,Spanish,v1
4462fcbb3406,Spanish,v1
44bde3a367c7,Spanish,v1
44c34c6efe6f,Spanish,v1
45126221f02e,Spanish,v1
453801c9089a,Spanish,v1
4544c32a7977,Spanish,v1
456815a6abe9,Spanish,v1
456aa48c624b,Spanish,v1
456b1a830844,Spanish,v1
459d7e890352,Spanish,v1
45a90cc344dd,Spanish,v1
45c773b1a9de,Spanish,v1
46030f16eeeb,Spanish,v1
460d24f18102,Spanish,v1
4620e676486d,Spanish,v1
469b37d5ff1e,Spanish,v1
46da40226356,Spanish,v1
46e01298bcfd,Spanish,v1
46f5acd38250,Spanish,v1
4731ffa6f062,Spanish,v1
47898d03e9ec,Spanish,v1
4799299fa12d,Spanish,v1
47cb5b1a8a59,Spanish,v1
47e074a1b347,Spanish,v1
481568c9e082,Spanish,v1
48158d6acbbe,Spanish,v1
483319801d63,Spanish,v1
4843bbfae31d,Spanish,v1
48499511f77b,Spanish,v1
4865387f4d2b,Spanish,v1
486f594ec494,Spanish,v1
487f19ff25af,Spanish,v1
48b0f96ef2dc,Spanish,v1
4973666d1861,Spanish,v1
49fa6cf2fedc,Spanish,v1
4a686437f274,Spanish,v1
4a84bb2b0b3a,Spanish,v1
4a9224ec0d8e,Spanish,v1
4af69dad3bf1,Spanish,v1
4b8af1d9e6e6,Spanish,v1
4b99fb3f7c87,Spanish,v1
4bb8ce99c5fd,Spanish,v1
4c27be02ace9,Spanish,v1
4c2c2ccab7ef,Spanish,v1
4c4fa2ece9fc,Spanish,v1
4c5d5996085f,Spanish,v1
4c7490179e9b,Spanish,v1
4d0d805f41f7,Spanish,v1
4d1089abd65a,Spanish,v1
4d1880278e03,Spanish,v1
4d24b1824f22,Spanish,v1
4d5aec64e21d,Spanish,v1
4d9fdd15a627,Spanish,v1
4dbeb691b609,Spanish,v1
4dc5923f9d21,Spanish,v1
4e0ffb308d21,Spanish,v1
4e12c755f3f2,Spanish,v1
4e1805f69c2f,Spanish,v1
4e549487225a,Spanish,v1
4e8e74ec90d1,Spanish,v1
4ebb7f683407,Spanish,v1
4ece7132136c,Spanish,v1
4ee5c5e82c8e,Spanish,v1
4eed8489d04f,Spanish,v1
4f1cbf244adb,Spanish,v1
4f524af45e30,Spanish,v1
4f5efd606221,Spanish,v1
4f6457eb190e,Spanish,v1
4f8c281ecd81,Spanish,v1
5044f351c01f,Spanish,v1
50609b181614,Spanish,v1
507f2bfaddcc,Spanish,v1
50fdccfb1891,Spanish,v1
512018e4b670,Spanish,v1
5120edad4c99,Spanish,v1
519c42d73b02,Spanish,v1
51e28189c9d0,Spanish,v1
5268b84a6948,Spanish,v1
52c3b55e29a6,Spanish,v1
533f8aeb1f13,Spanish,v1
535a43ed5f6c,Spanish,v1
536770ec7d01,Spanish,v1
538295dd1cc1,Spanish,v1
5390f9e444bc,Spanish,v1
542d5bf23f3e,Spanish,v1
548d34245649,Spanish,v1
54987b876f2a,Spanish,v1
54f981c3f69d,Spanish,v1
552aa120255f,Spanish,v1
555b65ff0b32,Spanish,v1
558b7308b51f,Spanish,v1
55a546c0886d,Spanish,v1
565848d424b6,Spanish,v1
566014fe1472,Spanish,v1
566065ba27e3,Spanish,v1
56a94c18bdd6,Spanish,v1
56d210ca8ced,Spanish,v1
56e476735a0f,Spanish,v1
56ff2ae9af25,Spanish,v1
573843e5bd1e,Spanish,v1
573966264c78,Spanish,v1
573e6c215f14,Spanish,v1
57550ec17795,Spanish,v1
57bcca8ebb97,Spanish,v1
57d1fbeee6f3,Spanish,v1
57d5e7a9a479,Spanish,v1
5804605991cf,Spanish,v1
5858420214d9,Spanish,v1
586bdb9819b7,Spanish,v1
58aa5ef80922,Spanish,v1
58bd15dd3b17,Spanish,v1
58e3ec0e8efa,Spanish,v1
58f58e00440b,Spanish,v1
591ef6450265,Spanish,v1
592682b186a6,Spanish,v1
5952f7857809,Spanish,v1
5969c82a3eb7,Spanish,v1
59829190fdf2,Spanish,v1
598560d91722,Spanish,v1
5a37c2627cfe,Spanish,v1
5a525086d92f,Spanish,v1
5a7498cf5cbc,Spanish,v1
5a7576901649,Spanish,v1
5a96e7702cb0,Spanish,v1
5af71ce15ba4,Spanish,v1
5b35eba5a9c4,Spanish,v1
5bee27c5f88a,Spanish,v1
5bfad0d03abe,Spanish,v1
5c0d66283a45,Spanish,v1
5c9a4a964857,Spanish,v1
5c9ef20917c1,Spanish,v1
5cb012353434,Spanish,v1
5cd4dbfb17c4,Spanish,v1
5cef985e56f4,Spanish,v1
5d68d7d36dbf,Spanish,v1
5d6dec41a134,Spanish,v1
5d9998ca383d,Spanish,v1
5e21d7487e2e,Spanish,v1
5e4e11b7a1b0,Spanish,v1
5e65b3f3ebf6,Spanish,v1
5e8b19f7609f,Spanish,v1
5ea0c636563a,Spanish,v1
5eb579d50f61,Spanish,v1
5f11954d95d6,Spanish,v1
5f3b1a98a0c9,Spanish,v1
5f526d3090fc,Spanish,v1
5f53f39e9f4e,Spanish,v1
5f587b32486e,Spanish,v1
5f7ccd4c3ba5,Spanish,v1
5f8aae4275b4,Spanish,v1
5fceb0b65f8e,Spanish,v1
5fe4874309e2,Spanish,v1
6009b77e7f5b,Spanish,v1
600c9c7af56c,Spanish,v1
6046a01863f9,Spanish,v1
605cd2a13361,Spanish,v1
608a0ccab9c1,Spanish,v1
6091610a4330,Spanish,v1
613314d063bd,Spanish,v1
61529bc12cc7,Spanish,v1
618a37c419d0,Spanish,v1
618f68ebe821,Spanish,v1
622409064ef4,Spanish,v1
626dfbcaff20,Spanish,v1
627a8412493d,Spanish,v1
628e143864d2,Spanish,v1
6312454c1ad8,Spanish,v1
635d61ff66d8,Spanish,v1
637783960fda,Spanish,v1
63b482be7696,Spanish,v1
63ba58c33223,Spanish,v1
6439f990b011,Spanish,v1
6491eceed718,Spanish,v1
649a37936305,Spanish,v1
65a44749bd95,Spanish,v1
65d0ed23a3a4,Spanish,v1
65d262ea31f5,Spanish,v1
662f81114f99,Spanish,v1
6650942ea6ea,Spanish,v1
666e7971b1a5,Spanish,v1
667ce8497a5f,Spanish,v1
6695107cea34,Spanish,v1
66c4ad0769aa,Spanish,v1
67137155144d,Spanish,v1
6716d6bbff62,Spanish,v1
6729a0cd9307,Spanish,v1
67383a06b253,Spanish,v1
6749a24e3079,Spanish,v1
674c5db7c145,Spanish,v1
679187568683,Spanish,v1
67b76b55b585,Spanish,v1
67bc1b1311b4,Spanish,v1
67e2bbaedc66,Spanish,v1
680eb65432dc,Spanish,v1
685101263c25,Spanish,v1
6863d38c2d07,Spanish,v1
6881c4372f8a,Spanish,v1
68fd964afd09,Spanish,v1
69021f582f06,Spanish,v1
6916bbbe9f24,Spanish,v1
691f9dbcafab,Spanish,v1
691fe5ddb951,Spanish,v1
6921ec0847ed,Spanish,v1
6935b7fc6aef,Spanish,v1
695a2528e0f0,Spanish,v1
69fe1235d290,Spanish,v1
6a4edfd40e68,Spanish,v1
6a69fced0269,Spanish,v1
6a96577d2770,Spanish,v1
6b55c36f3989,Spanish,v1
6b65c7c3b3ef,Spanish,v1
6b9263923d4f,Spanish,v1
6c24ed94d0ba,Spanish,v1
6c3f6488d293,Spanish,v1
6c4e1033a6f4,Spanish,v1
6c911cdfc79b,Spanish,v1
6c99e1a0bd00,Spanish,v1
6c9cb7899305,Spanish,v1
6c9e53f7f4ef,Spanish,v1
6cbe5937faf9,Spanish,v1
6cc68e6752b9,Spanish,v1
6cd6ee7f10bd,Spanish,v1
6cf9e8114e66,Spanish,v1
6d2bcdd6f526,Spanish,v1
6d7f82ed82f8,Spanish,v1
6e228243d03f,Spanish,v1
6e32a879a2b6,Spanish,v1
6e8817a099fc,Spanish,v1
6ef03228368d,Spanish,v1
6fe86a915960,Spanish,v1
7037462b3440,Spanish,v1
70c15978d565,Spanish,v1
70ce2863d110,Spanish,v1
70e576a65f54,Spanish,v1
70f88c68bbf5,Spanish,v1
712a05510899,Spanish,v1
719105037cd3,Spanish,v1
71937764deb6,Spanish,v1
7205b06dde9e,Spanish,v1
720fc1e8e8b0,Spanish,v1
7217147bd0ff,Spanish,v1
72481892be9f,Spanish,v1
7298a75fed0e,Spanish,v1
730e17119e5d,Spanish,v1
73b8bad21088,Spanish,v1
74608a18e8e4,Spanish,v1
7465cb41b2c1,Spanish,v1
74be8d7a0437,Spanish,v1
7520eba1ff7b,Spanish,v1
753a1bd5c882,Spanish,v1
7561a5acc372,Spanish,v1
756b9018a551,Spanish,v1
75c9dbc84410,Spanish,v1
76087f2004aa,Spanish,v1
762d794c4fbc,Spanish,v1
7646c844148c,Spanish,v1
76a41fe32942,Spanish,v1
76c65e1b6c3a,Spanish,v1
771f85a17fcb,Spanish,v1
77915eb2aee4,Spanish,v1
77aaa1392818,Spanish,v1
7809d4fe159d,Spanish,v1
782bc1dc9626,Spanish,v1
78b3dbf30200,Spanish,v1
78b3feb46881,Spanish,v1
78f475e11377,Spanish,v1
790be084108d,Spanish,v1
793e692bb495,Spanish,v1
7941b981e189,Spanish,v1
7952b8c1a3a5,Spanish,v1
797bfbba2242,Spanish,v1
79c401a5c308,Spanish,v1
7a0081c16d9f,Spanish,v1
7a1cfeff21d5,Spanish,v1
7a5f44d8d69d,Spanish,v1
7a65d39df1c5,Spanish,v1
7a6ddaad47bb,Spanish,v1
7a7dab29bc17,Spanish,v1
7b1eecba6057,Spanish,v1
7b41c71f72b3,Spanish,v1
7b6725641439,Spanish,v1
7bd19fcf3cfa,Spanish,v1
7ca5b1d9e37f,Spanish,v1
7cbabccbbd74,Spanish,v1
7cbc83c55799,Spanish,v1
7cd7675ea731,Spanish,v1
7cd81c1cedbc,Spanish,v1
7ce830d64919,Spanish,v1
7d04167f1e95,Spanish,v1
7d102248f6ed,Spanish,v1
7d42365ec542,Spanish,v1
7d58df5a9148,Spanish,v1
7d7d7dd617bf,Spanish,v1
7d88570c0518,Spanish,v1
7d8ef9d618c4,Spanish,v1
7d9370b38112,Spanish,v1
7d9e9ebb75e8,Spanish,v1
7db0f19f99c4,Spanish,v1
7dcca471d88b,Spanish,v1
7decc9eebcb2,Spanish,v1
7e4fea5057a2,Spanish,v1
7e62b0c9182e,Spanish,v1
7e6d7186811b,Spanish,v1
7eb0525767e1,Spanish,v1
7ee3b09b8ecf,Spanish,v1
7f2a79d2876a,Spanish,v1
7f5783a9735d,Spanish,v1
7f5a40c9c463,Spanish,v1
7f6183ceb4db,Spanish,v1
7f7d72c5ec10,Spanish,v1
7f927bb8fcab,Spanish,v1
7ff12400b9f6,Spanish,v1
80099afc12f8,Spanish,v1
80448aa9421f,Spanish,v1
8066e0f720f1,Spanish,v1
809306d0866c,Spanish,v1
80ad201aa8cf,Spanish,v1
80c8c630d305,Spanish,v1
80e2987ded61,Spanish,v1
810b3b6725a6,Spanish,v1
814c326dbf2d,Spanish,v1
8151bb57be3e,Spanish,v1
817b33c4e195,Spanish,v1
822956e2ebde,Spanish,v1
824fac26ef86,Spanish,v1
82557e0275c4,Spanish,v1
8298f5a136dd,Spanish,v1
82b630c8ef69,Spanish,v1
82bbe02beb1c,Spanish,v1
82f51280bea1,Spanish,v1
839a27087ef6,Spanish,v1
839f912ebc05,Spanish,v1
83bce99b745a,Spanish,v1
84341a8e0b7e,Spanish,v1
84939de291ed,Spanish,v1
8515b9337673,Spanish,v1
851cf3b82b01,Spanish,v1
85712e24ea1a,Spanish,v1
85d2f69e7025,Spanish,v1
8606c93e8215,Spanish,v1
8615c2d14f34,Spanish,v1
864848d53820,Spanish,v1
86589ef84d58,Spanish,v1
866fdeb1a0de,Spanish,v1
868583471b48,Spanish,v1
86a83f0827ac,Spanish,v1
874ab9c8c13c,Spanish,v1
87592a2a6465,Spanish,v1
875ddd21c83a,Spanish,v1
877f45c963ca,Spanish,v1
87f5ad4d1e03,Spanish,v1
883becdeb2ac,Spanish,v1
88798bf22b1d,Spanish,v1
887c031b831d,Spanish,v1
889b4a2620af,Spanish,v1
88d62e8e059f,Spanish,v1
88e3815baa87,Spanish,v1
89738eae7ba7,Spanish,v1
898bdb72ffa7,Spanish,v1
8a74e17e6243,Spanish,v1
8adfd0f355e9,Spanish,v1
8b1e864a8753,Spanish,v1
8b58df4b6959,Spanish,v1
8b5e8d22c93a,Spanish,v1
8b7b2f1ccb13,Spanish,v1
8c55a7380118,Spanish,v1
8cadaabfc46b,Spanish,v1
8cbaa78b7f53,Spanish,v1
8cc3e6296d4b,Spanish,v1
8d209885c75b,Spanish,v1
8defdff024fe,Spanish,v1
8e550e7fc89a,Spanish,v1
8e58449c3754,Spanish,v1
8e5b3257d1da,Spanish,v1
8e6184172115,Spanish,v1
8f17e48d5f7e,Spanish,v1
8f22a38fba39,Spanish,v1
8f8014dd3ca2,Spanish,v1
8fb35ab03ccb,Spanish,v1
8fba22e0d099,Spanish,v1
8fd38bd038b5,Spanish,v1
8fda8f0e5106,Spanish,v1
902fa97f667e,Spanish,v1
9034f08998f0,Spanish,v1
9073c17379d1,Spanish,v1
90a9c5ed7580,Spanish,v1
90b569f486eb,Spanish,v1
90eb8eb3336a,Spanish,v1
90f9b9d9f534,Spanish,v1
91098e83c5d9,Spanish,v1
91aba0850082,Spanish,v1
91e3a0609285,Spanish,v1
91eb0e40a414,Spanish,v1
91f1d0aea4de,Spanish,v1
9205d99e1575,Spanish,v1
920726b4a7d0,Spanish,v1
9213dfcc43bb,Spanish,v1
923ea915bfb1,Spanish,v1
924d9c35fc08,Spanish,v1
9282aea69349,Spanish,v1
9293ff00b6ee,Spanish,v1
92b37813436b,Spanish,v1
92c906ae713f,Spanish,v1
92d7b0a9f8fc,Spanish,v1
930b60a9ec31,Spanish,v1
932b8454df7d,Spanish,v1
9345677b0964,Spanish,v1
93793a5c59bd,Spanish,v1
93b56b2abdba,Spanish,v1
93ec90685c9f,Spanish,v1
9495fff13123,Spanish,v1
94b7a86b0c3f,Spanish,v1
95475686c6e8,Spanish,v1
96045bc947b3,Spanish,v1
963a564234a7,Spanish,v1
969fcebd33ec,Spanish,v1
96bf8e4f69fa,Spanish,v1
96cae25a3eb7,Spanish,v1
970c5e6500df,Spanish,v1
9716f9eb2deb,Spanish,v1
97727500e60a,Spanish,v1
9802841c02ed,Spanish,v1
991321e4e058,Spanish,v1
995ce800305d,Spanish,v1
996db8423a02,Spanish,v1
99af89ba8f3b,Spanish,v1
99d748af0cc0,Spanish,v1
9a3341e384e1,Spanish,v1
9a84005c901c,Spanish,v1
9a9909a709cd,Spanish,v1
9b0075cc6b91,Spanish,v1
9b2ccbb84f4f,Spanish,v1
9b97805bcedb,Spanish,v1
9bd58a2b1cf7,Spanish,v1
9c3257084b94,Spanish,v1
9c3fdfa26e1c,Spanish,v1
9c4d5250b5f7,Spanish,v1
9c5018bb02d2,Spanish,v1
9c6992dafeae,Spanish,v1
9c79fc78d797,Spanish,v1
9c7a3cc59688,Spanish,v1
9c7d2b9f7321,Spanish,v1
9c9245ec7777,Spanish,v1
9cd63af1ae81,Spanish,v1
9ceba850c5ea,Spanish,v1
9d01e11966f7,Spanish,v1
9d06a9320c10,Spanish,v1
9d13da642c1d,Spanish,v1
9d1a7452fdbf,Spanish,v1
9d46ea5d0c26,Spanish,v1
9d5222baadcf,Spanish,v1
9d7b24a63bc5,Spanish,v1
9d8a3f92a7aa,Spanish,v1
9de723d55df3,Spanish,v1
9deb9afea846,Spanish,v1
9e43124c2957,Spanish,v1
9e4727f44f04,Spanish,v1
9e9bfc052bc8,Spanish,v1
9ec54a2a09b9,Spanish,v1
9f55b7f98d0c,Spanish,v1
9fc2d4ba36e4,Spanish,v1
a02ba6b93372,Spanish,v1
a09ce3b9b833,Spanish,v1
a1115850bcb8,Spanish,v1
a12387bc1be3,Spanish,v1
a141cef8bfb9,Spanish,v1
a14634aae815,Spanish,v1
a174371a71b0,Spanish,v1
a1956d73d403,Spanish,v1
a1a62d5f08bb,Spanish,v1
a1d0263d7fc6,Spanish,v1
a26eecc89b56,Spanish,v1
a2818f285f14,Spanish,v1
a290cd939a2a,Spanish,v1
a2c0b868550c,Spanish,v1
a2dc998af660,Spanish,v1
a2e7a4a72fef,Spanish,v1
a2e8cb3c1302,Spanish,v1
a3230ca2cb01,Spanish,v1
a362578e8741,Spanish,v1
a3974ac773a5,Spanish,v1
a3ac0cb9e730,Spanish,v1
a3bac8f5fb85,Spanish,v1
a426c732d67b,Spanish,v1
a47a460d4806,Spanish,v1
a4a8889cb093,Spanish,v1
a4eaf81f7214,Spanish,v1
a4fc719bf1be,Spanish,v1
a532a4c4e4d8,Spanish,v1
a57647c83ab8,Spanish,v1
